slug,title,state,region,type,badge,rating,reviewCount,minPrice,lat,lng
kothaligad,"Kothaligad",Maharashtra,Maharashtra,heritage,Popular,4.7,20833,900,18.99209614,73.51240342
tung-fort,"Tung Fort",Maharashtra,Maharashtra,heritage,Popular,4.5,16384,900,18.6603,73.4631
irshalgad,"Irshalgad",Maharashtra,Maharashtra,heritage,Popular,4.2,9743,900,18.933568,73.232031
talagad,"Talagad",Maharashtra,Maharashtra,heritage,Popular,4.1,10630,900,18.292475,73.135553
galna-fort,"Galna Fort",Maharashtra,Maharashtra,heritage,Popular,4.5,9562,900,20.7733387,74.5333314
siddheshwar-temple-solapur,"Siddheshwar Temple, Solapur",Maharashtra,Maharashtra,spiritual,Popular,4.8,20109,900,17.67277778,75.90444444
chintamani-temple-theur,"Chintamani Temple, Theur",Maharashtra,Maharashtra,spiritual,Popular,4.7,10325,900,18.52379722,74.04628333
shri-dev-rameshwar-temple,"Shri Dev Rameshwar Temple",Maharashtra,Maharashtra,spiritual,Popular,4.6,18548,900,16.074444444,73.668611111
mahalakshmi-temple-dahanu,"Mahalakshmi Temple, Dahanu",Maharashtra,Maharashtra,spiritual,Popular,4.6,3559,900,19.94073,72.93453
shri-vaijnath-temple,"Shri Vaijnath Temple",Maharashtra,Maharashtra,spiritual,Popular,4.2,6817,900,18.84277222,76.53539444
khandoba-temple-jejuri,"Khandoba Temple, Jejuri",Maharashtra,Maharashtra,spiritual,Popular,4.6,9750,900,18.272384283,74.160417648
aundha-nagnath-temple,"Aundha Nagnath Temple",Maharashtra,Maharashtra,spiritual,Popular,4.7,9558,900,19.537087,77.041508
mayureshwar-wildlife-sanctuary,"Mayureshwar Wildlife Sanctuary",Maharashtra,Maharashtra,wildlife,Popular,4.2,11911,2500,18.335,74.37083333
sahasrakund-waterfall,"Sahasrakund Waterfall",Maharashtra,Maharashtra,heritage,Popular,4.2,13527,900,19.2708,78.002
hazara-falls,"Hazara Falls",Maharashtra,Maharashtra,heritage,Popular,4.7,14209,900,21.2791717,80.5720238
devkund-waterfall,"Devkund Waterfall",Maharashtra,Maharashtra,heritage,Popular,4.5,4242,900,18.4775,73.408611111
kanchana-fort,"Kanchana Fort",Maharashtra,Maharashtra,heritage,Popular,4.7,13710,900,20.3756131,74.112922
korigad,"Korigad",Maharashtra,Maharashtra,heritage,Popular,4.6,10395,900,18.62027778,73.38611111
fort-mangad,"Fort Mangad",Maharashtra,Maharashtra,heritage,Popular,4.5,18017,900,18.3121,73.3509
hatgadh-fort,"Hatgadh Fort",Maharashtra,Maharashtra,heritage,Popular,4.2,11624,900,20.5424,73.7603
birwadi-fort,"Birwadi Fort",Maharashtra,Maharashtra,heritage,Popular,4.5,11711,900,18.42446056,73.04131125
kankrala,"Kankrala",Maharashtra,Maharashtra,heritage,Popular,4.2,16705,900,20.706666666,74.486611111
dronagiri-fort,"Dronagiri Fort द्रौणपुर रियासत",Maharashtra,Maharashtra,heritage,Popular,4.6,14507,900,18.866958,72.935885
mora-fort,"Mora fort",Maharashtra,Maharashtra,heritage,Popular,4.6,13137,900,20.753083333,74.066638888
bhaskargad,"Bhaskargad",Maharashtra,Maharashtra,heritage,Popular,4.5,7840,900,19.903972222,73.430666666
bhushangad,"Bhushangad",Maharashtra,Maharashtra,heritage,Popular,4.3,3354,900,17.4648,74.4063
shirgaon-fort,"Shirgaon Fort",Maharashtra,Maharashtra,heritage,Popular,4.7,2742,900,19.69616667,72.7135
dategad,"Dategad",Maharashtra,Maharashtra,heritage,Popular,4.8,2971,900,17.379249,73.864191
kelve-fort,"Kelve Fort",Maharashtra,Maharashtra,heritage,Popular,4.1,8971,900,19.618083,72.728278
gorakhgad,"Gorakhgad",Maharashtra,Maharashtra,heritage,Popular,4.1,20867,900,19.19219444,73.54077778
chandwad-fort,"Chandwad Fort",Maharashtra,Maharashtra,heritage,Popular,4.2,6864,900,20.33683333,74.25916667
ahivant-fort,"Ahivant Fort",Maharashtra,Maharashtra,heritage,Popular,4.2,7665,900,20.41544444,73.86
avandha-fort,"Avandha Fort",Maharashtra,Maharashtra,heritage,Popular,4.2,5510,900,19.746333333,73.837166666
bharatgad,"Bharatgad",Maharashtra,Maharashtra,heritage,Popular,4.2,10760,900,16.171027777,73.498666666
bahadur-fort,"Bahadur Fort",Maharashtra,Maharashtra,heritage,Popular,4.2,13007,900,18.507952777,74.704133333
devgad-fort,"Devgad Fort",Maharashtra,Maharashtra,heritage,Popular,4.5,6847,900,16.387139,73.37225
kohoj,"Kohoj",Maharashtra,Maharashtra,heritage,Popular,4.5,8862,900,19.6700315,72.9875099
gambhirgad,"Gambhirgad",Maharashtra,Maharashtra,heritage,Popular,4.7,3789,900,20.055083333,73.050416666
dativare-fort,"Dativare Fort",Maharashtra,Maharashtra,heritage,Popular,4.3,10434,900,19.51417,72.77222
bhavangad-fort,"Bhavangad Fort",Maharashtra,Maharashtra,heritage,Popular,4.3,20468,900,19.584278,72.746639
manikgad,"Manikgad",Maharashtra,Maharashtra,heritage,Popular,4.8,7711,900,18.825916666,73.193027777
yeshwantgad,"Yeshwantgad",Maharashtra,Maharashtra,heritage,Popular,4.5,13397,900,16.6297,73.357252777
balapur-fort,"Balapur Fort",Maharashtra,Maharashtra,heritage,Popular,4.2,4225,900,20.67025556,76.77369722
padmadurg,"Padmadurg",Maharashtra,Maharashtra,heritage,Popular,4.2,5549,900,18.322135,72.932755
st-john-the-baptist-church-mumbai,"St. John the Baptist Church, Mumbai",Maharashtra,Maharashtra,spiritual,Popular,4.6,4362,900,19.194967,72.975816
markanda-group-of-temples-gadchiroli,"Markanda Group of Temples, Gadchiroli",Maharashtra,Maharashtra,spiritual,Popular,4.7,19792,900,19.99462176,79.86650445
baneshwar-temple-nasrapur,"Baneshwar temple, Nasrapur",Maharashtra,Maharashtra,spiritual,Popular,4.2,7623,900,18.255666666,73.874222222
dashabhuja-temple,"Dashabhuja Temple",Maharashtra,Maharashtra,spiritual,Popular,4.3,7338,900,18.50577778,73.8258
mandhardevi-kalubai-temple,"Mandhardevi Kalubai temple",Maharashtra,Maharashtra,spiritual,Popular,4.5,8617,900,18.0467235,73.8754768
shri-kaleshwar-mandir,"Shri Kaleshwar Mandir",Maharashtra,Maharashtra,spiritual,Popular,4.3,20233,900,16.00305556,73.63694444
siddhivinayak-mahaganapati-temple,"Siddhivinayak Mahaganapati Temple",Maharashtra,Maharashtra,spiritual,Popular,4.2,7367,900,19.30055556,73.22166667
gondeshwar-temple,"Gondeshwar Temple",Maharashtra,Maharashtra,spiritual,Popular,4.7,21407,900,19.85134722,74.00198333
trivikrama-temple,"Trivikrama Temple",Maharashtra,Maharashtra,spiritual,Popular,4.7,7094,900,18.319444444,76.141666666
balaji-mandir-ketkawla,"Balaji Mandir Ketkawla",Maharashtra,Maharashtra,spiritual,Popular,4.4,2108,900,18.256573,73.93264
gajpanth,"Gajpanth",Maharashtra,Maharashtra,spiritual,Popular,4.4,5895,900,20.0630539,73.7924618
great-indian-bustard-sanctuary,"Great Indian Bustard Sanctuary",Maharashtra,Maharashtra,wildlife,Popular,4.2,2642,2500,18.35,75.19388889
sagareshwar-wildlife-sanctuary,"Sagareshwar Wildlife Sanctuary",Maharashtra,Maharashtra,wildlife,Popular,4.3,1728,2500,17.153213,74.37673
vajrai-waterfall,"Vajrai Waterfall",Maharashtra,Maharashtra,heritage,Popular,4.6,17986,900,17.709,73.815
nagzira-wildlife-sanctuary,"Nagzira Wildlife Sanctuary",Maharashtra,Maharashtra,wildlife,Popular,4.7,9519,2500,21.243942,79.985962
aner-dam-wildlife-sanctuary,"Aner Dam Wildlife Sanctuary",Maharashtra,Maharashtra,wildlife,Popular,4.6,20082,2500,21.35,75.0225
tansa-wildlife-sanctuary,"Tansa Wildlife Sanctuary",Maharashtra,Maharashtra,wildlife,Popular,4.7,3640,2500,19.545,73.265
ghodazari-wildlife-sanctuary,"Ghodazari Wildlife Sanctuary",Maharashtra,Maharashtra,wildlife,Popular,4.4,19420,2500,20.5347429,79.6332774
umred-karhandla-wildlife-sanctuary,"Umred Karhandla Wildlife Sanctuary",Maharashtra,Maharashtra,wildlife,Popular,4.7,9218,2500,20.83555556,79.51111111
maharajbagh-zoo,"Maharajbagh zoo",Maharashtra,Maharashtra,wildlife,Popular,4.4,4032,2500,21.143521,79.076462
kalamb-beach,"Kalamb Beach",Maharashtra,Maharashtra,beach,Popular,4.1,10773,1200,19.403418,72.761435
kirkee-war-cemetery,"Kirkee War Cemetery",Maharashtra,Maharashtra,heritage,Popular,4.4,18394,900,18.55203,73.85638
rangana-fort,"Rangana Fort",Maharashtra,Maharashtra,heritage,Popular,4.4,20369,900,16.0775,73.850833333
rohida-fort,"Rohida Fort",Maharashtra,Maharashtra,heritage,Popular,4.6,19860,900,18.1022,73.8208
sagargad,"Sagargad",Maharashtra,Maharashtra,heritage,Popular,4.4,13323,900,18.656083333,72.958916666
surgad,"Surgad",Maharashtra,Maharashtra,heritage,Popular,4.1,17544,900,18.45338889,73.22616667
mrugagad,"Mrugagad",Maharashtra,Maharashtra,heritage,Popular,4.4,15078,900,18.688833333,73.364361111
tandulwadi-fort,"Tandulwadi Fort",Maharashtra,Maharashtra,heritage,Popular,4.3,5031,900,19.616972222,72.841722222
jangali-jayagad,"Jangali Jayagad",Maharashtra,Maharashtra,heritage,Popular,4.5,5544,900,17.45355556,73.69377778
mahipatgad,"Mahipatgad",Maharashtra,Maharashtra,heritage,Popular,4.4,10482,900,17.838916666,73.498722222
rasalgad,"Rasalgad",Maharashtra,Maharashtra,heritage,Popular,4.7,11473,900,17.764746839,73.511555033
nhavigad,"Nhavigad",Maharashtra,Maharashtra,heritage,Popular,4.1,4543,900,20.833111111,74.044861111
chandan-fort,"Chandan Fort",Maharashtra,Maharashtra,heritage,Popular,4.7,4591,900,17.84741667,74.04480556
salota-fort,"Salota fort",Maharashtra,Maharashtra,heritage,Popular,4.4,12376,900,20.722441,73.9536738
vairagad-fort,"Vairagad Fort",Maharashtra,Maharashtra,heritage,Popular,4.2,9150,900,20.43251,80.09205
indori-fort,"Indori Fort",Maharashtra,Maharashtra,heritage,Popular,4.6,19183,900,18.736055555,73.714083333
gowalkot,"Gowalkot",Maharashtra,Maharashtra,heritage,Popular,4.3,17385,900,17.54652778,73.48780556
mangalgad,"Mangalgad",Maharashtra,Maharashtra,heritage,Popular,4.7,4124,900,18.051527777,73.579361111
vasota-fort,"Vasota Fort",Maharashtra,Maharashtra,heritage,Popular,4.4,20973,900,17.6633449,73.694792
bitangad,"Bitangad",Maharashtra,Maharashtra,heritage,Popular,4.4,9911,900,19.653830555,73.786141666
vairatgad-fort,"Vairatgad Fort",Maharashtra,Maharashtra,heritage,Popular,4.3,20329,900,17.8779971,73.9167563
patta-fort,"Patta Fort",Maharashtra,Maharashtra,heritage,Popular,4.6,7478,900,19.707277777,73.836277777
kalyangad,"Kalyangad",Maharashtra,Maharashtra,heritage,Popular,4.4,13239,900,17.7784416,74.1264734
purnagad-fort,"Purnagad Fort",Maharashtra,Maharashtra,heritage,Popular,4.1,5926,900,16.80802778,73.31491667
vardhangad-fort,"Vardhangad Fort",Maharashtra,Maharashtra,heritage,Popular,4.2,16642,900,17.6819467,74.1833913
yashwantgad-fort,"Yashwantgad Fort",Maharashtra,Maharashtra,heritage,Popular,4.3,14674,900,15.7529,73.6657
kunjargad,"Kunjargad",Maharashtra,Maharashtra,heritage,Popular,4.5,6376,900,19.392361111,73.862
ghargad,"Ghargad",Maharashtra,Maharashtra,heritage,Popular,4.3,14461,900,19.884861,73.641528
tringalwadi,"Tringalwadi",Maharashtra,Maharashtra,heritage,Popular,4.2,4785,900,19.73777778,73.53633333
rajdher-fort,"Rajdher fort",Maharashtra,Maharashtra,heritage,Popular,4.3,11821,900,20.38663889,74.19444444
pisola-fort,"Pisola fort",Maharashtra,Maharashtra,heritage,Popular,4.2,17909,900,20.850916666,74.223083333
narayangad,"Narayangad",Maharashtra,Maharashtra,heritage,Popular,4.2,15826,900,19.115069012,74.033659303
chandragad,"Chandragad",Maharashtra,Maharashtra,heritage,Popular,4.3,13713,900,18.00155577,73.61917137
vikatgad,"Vikatgad",Maharashtra,Maharashtra,heritage,Popular,4.6,5121,900,19.028694444,73.279055555
kurdugad,"Kurdugad",Maharashtra,Maharashtra,heritage,Popular,4.5,13999,900,18.365222222,73.405916666
chavand,"Chavand",Maharashtra,Maharashtra,heritage,Popular,4.2,18071,900,19.236848,73.748217
bhorgiri-fort,"Bhorgiri Fort",Maharashtra,Maharashtra,heritage,Popular,4.4,5391,900,19.049555555,73.568444444
malhargad,"Malhargad",Maharashtra,Maharashtra,heritage,Popular,4.5,8687,900,18.41222222,74.04888889
sandor,"Sandor",Maharashtra,Maharashtra,spiritual,Popular,4.3,11448,900,19.366539,72.804165
gurdwara-guru-nanak-punjabi-sabha-chakala,"Gurdwara Guru Nanak Punjabi Sabha Chakala",Maharashtra,Maharashtra,heritage,Popular,4.3,16679,900,19.114888888,72.858194444
siddhanath-temple-mhaswad,"Siddhanath Temple, Mhaswad",Maharashtra,Maharashtra,spiritual,Popular,4.2,5101,900,17.63111111,74.7875
wagheshwari-temple,"Wagheshwari Temple",Maharashtra,Maharashtra,spiritual,Popular,4.2,4693,900,19.175361111,72.873194444
madhe-ghat,"Madhe Ghat",Maharashtra,Maharashtra,spiritual,Popular,4.3,14196,900,18.1975,73.5744
gautala-autramghat-sanctuary,"Gautala Autramghat Sanctuary",Maharashtra,Maharashtra,wildlife,Popular,4.5,8600,2500,20.3325,75.140833333
banoti-waterfall,"Banoti waterfall",Maharashtra,Maharashtra,heritage,Popular,4.1,1666,900,20.443,75.312
kalsubai-harishchandragad-wildlife-sanctuary,"Kalsubai Harishchandragad Wildlife Sanctuary",Maharashtra,Maharashtra,wildlife,Popular,4.3,10239,2500,19.4514,73.7652
lonar-wildlife-sanctuary,"Lonar Wildlife Sanctuary",Maharashtra,Maharashtra,wildlife,Popular,4.3,10335,2500,19.975,76.5075
karanja-sohol-wildlife-sanctuary,"Karanja Sohol Wildlife Sanctuary",Maharashtra,Maharashtra,wildlife,Popular,4.8,2295,2500,20.4289,77.5059
gagangad,"Gagangad",Maharashtra,Maharashtra,heritage,Popular,4.2,18634,900,16.5432,73.8185
mohangad,"Mohangad",Maharashtra,Maharashtra,heritage,Popular,4.5,16000,900,18.077527777,73.620777777
konkan-diva-fort,"Konkan Diva Fort",Maharashtra,Maharashtra,heritage,Popular,4.3,12011,900,18.294222222,73.422722222
pandavgad,"Pandavgad",Maharashtra,Maharashtra,heritage,Popular,4.4,9256,900,17.9983984,73.8614032
pabargad,"Pabargad",Maharashtra,Maharashtra,heritage,Popular,4.1,4218,900,19.482361111,73.752833333
mansantoshgad,"Mansantoshgad",Maharashtra,Maharashtra,heritage,Popular,4.6,18724,900,16.050388888,73.969972222
santoshgad,"Santoshgad",Maharashtra,Maharashtra,heritage,Popular,4.3,7682,900,17.858,74.321
samangad,"Samangad",Maharashtra,Maharashtra,heritage,Popular,4.5,1848,900,16.175716,74.405158
prachitgad,"Prachitgad",Maharashtra,Maharashtra,heritage,Popular,4.1,11380,900,17.22611111,73.69027778
machindragad,"Machindragad",Maharashtra,Maharashtra,heritage,Popular,4.1,3923,900,17.163527777,74.268833333
suamargad,"Suamargad",Maharashtra,Maharashtra,heritage,Popular,4.6,15649,900,17.808472222,73.511916666
javlya-fort,"Javlya Fort",Maharashtra,Maharashtra,heritage,Popular,4.6,7345,900,20.374166666,73.957527777
pavangad,"Pavangad",Kerala,Kerala,heritage,Popular,4.6,16724,900,11.323,75.764
tungi-fort,"Tungi fort",Maharashtra,Maharashtra,heritage,Popular,4.7,11821,900,19.042472222,73.49
shantinatha-temple-ramtek,"Shantinatha temple, Ramtek",Maharashtra,Maharashtra,spiritual,Popular,4.2,12114,900,21.405555555,79.329833333
dhandai-devi,"Dhandai Devi",Maharashtra,Maharashtra,spiritual,Popular,4.6,2273,900,20.886448,74.4160043
sacred-heart-church-santacruz,"Sacred Heart Church, Santacruz",Maharashtra,Maharashtra,spiritual,Popular,4.5,18757,900,19.074722222,72.838055555
holy-trinity-church-powai,"Holy Trinity Church, Powai",Maharashtra,Maharashtra,spiritual,Popular,4.5,9185,900,19.12963889,72.92147222
patnadevi,"Patnadevi",Maharashtra,Maharashtra,spiritual,Popular,4.8,17048,900,20.33003,74.967424
shree-dev-vyadeshar,"Shree Dev Vyadeshar",Maharashtra,Maharashtra,spiritual,Popular,4.3,12175,900,17.47,73.2
kankaleshwar-temple,"Kankaleshwar Temple",Maharashtra,Maharashtra,spiritual,Popular,4.5,10203,900,18.987662357,75.768160532
birla-mandir-shahad,"Birla Mandir, Shahad",Maharashtra,Maharashtra,spiritual,Popular,4.3,11767,900,19.244066,73.166368
siddheshwar-and-ratneshwar-temple,"Siddheshwar & Ratneshwar Temple",Maharashtra,Maharashtra,spiritual,Popular,4.7,18093,900,18.24,76.82
dnyanganga-wildlife-sanctuary,"Dnyanganga Wildlife Sanctuary",Maharashtra,Maharashtra,wildlife,Popular,4.1,10935,2500,20.5599,76.3688
wan-wildlife-sanctuary,"Wan Wildlife Sanctuary",Maharashtra,Maharashtra,wildlife,Popular,4.3,8862,2500,21.2441,76.8509
kidzania-mumbai,"KidZania Mumbai",Maharashtra,Maharashtra,heritage,Popular,4.3,7859,900,19.0998065,72.9144114
mahipalgad,"Mahipalgad",Maharashtra,Maharashtra,heritage,Popular,4.7,11891,900,15.902472222,74.386638888
mohandar-fort,"Mohandar fort",Maharashtra,Maharashtra,heritage,Popular,4.4,9263,900,20.442555555,73.894416666
mandangad-fort,"Mandangad fort",Maharashtra,Maharashtra,heritage,Popular,4.8,13875,900,17.979833333,73.243611111
makrandgad,"Makrandgad",Maharashtra,Maharashtra,heritage,Popular,4.5,5379,900,17.84933333,73.60338889
st-joseph-s-church-juhu,"St. Joseph's Church, Juhu",Maharashtra,Maharashtra,spiritual,Popular,4.7,9150,900,19.1072,72.8264
our-lady-of-immaculate-conception-church-mt-poinsur,"Our Lady of Immaculate Conception Church, Mt. Poinsur",Maharashtra,Maharashtra,spiritual,Popular,4.3,19708,900,19.24444444,72.85305556
st-michael-s-and-all-angels-church-oorgaum-kgf,"St. Michael's and All Angels' Church, Oorgaum, KGF",Karnataka,Karnataka,spiritual,Popular,4.5,11790,900,12.9493041,78.2517101
gajanan-maharaj-temple-kanhor,"Gajanan Maharaj Temple, Kanhor",Maharashtra,Maharashtra,spiritual,Popular,4.4,4649,900,19.1483823,73.2769649
khidkaleshwar-mandir,"Khidkaleshwar Mandir",Maharashtra,Maharashtra,spiritual,Popular,4.6,13471,900,19.1557109,73.0638188
revansiddha-temple,"Revansiddha Temple",Maharashtra,Maharashtra,spiritual,Popular,4.2,5687,900,17.26972222,74.61055556
sidhhanath-temple-kharsundi,"Sidhhanath Temple, Kharsundi",Maharashtra,Maharashtra,spiritual,Popular,4.2,15897,900,17.34305556,74.77555556
bhawani-waghjai-temple-terav,"Bhawani Waghjai Temple, Terav",Maharashtra,Maharashtra,spiritual,Popular,4.7,14913,900,17.47852,73.537239
ganpati-temple,"Ganpati Temple",Maharashtra,Maharashtra,spiritual,Popular,4.3,2522,900,17.03333333,74.66666667
vithal-dayaji-temple-sulewadi,"Vithal Dayaji Temple, Sulewadi",Maharashtra,Maharashtra,spiritual,Popular,4.8,11490,900,17.6758,74.9269
sri-sai-janmasthan-temple-pathri,"Sri Sai Janmasthan Temple, Pathri",Maharashtra,Maharashtra,spiritual,Popular,4.5,1921,900,19.25,76.45
mudhai-devi-temple,"Mudhai Devi temple",Maharashtra,Maharashtra,spiritual,Popular,4.4,19669,900,20.50239363,75.09473027
keibul-lamjao-national-park,"Keibul Lamjao National Park",Manipur,Manipur,wildlife,Popular,4.5,21333,2500,24.4856,93.8402
kangla-fort,"Kangla Fort",Manipur,Manipur,heritage,Popular,4.3,17623,900,24.808,93.94
shirui-national-park,"Shirui National Park",Manipur,Manipur,wildlife,Popular,4.7,5471,2500,24.23083333,94.23083333
sanamahi-lainingkol,"Sanamahi Lainingkol",Manipur,Manipur,spiritual,Popular,4.5,15239,900,24.805044711,94.035432527
st-joseph-s-cathedral-imphal,"St. Joseph's Cathedral, Imphal",Manipur,Manipur,heritage,Popular,4.8,15378,900,24.850833,93.9325
yangoupokpi-lokchao-wildlife-sanctuary,"Yangoupokpi-Lokchao Wildlife Sanctuary",Manipur,Manipur,wildlife,Popular,4.6,20726,2500,24.32,94.23
bihu-loukon,"Bihu Loukon",Manipur,Manipur,heritage,Popular,4.2,15126,900,24.805214,93.81951
menjor-multipurpose-research-centre-and-unity-park,"Menjor Multipurpose Research Centre and Unity Park",Manipur,Manipur,wildlife,Popular,4.3,10941,2500,24.61895,94.01788
nohsngithiang-falls,"Nohsngithiang Falls",Meghalaya,Meghalaya,heritage,Popular,4.5,16379,900,25.242777777,91.740833333
nohkalikai-falls,"Nohkalikai Falls",Meghalaya,Meghalaya,heritage,Popular,4.8,13180,900,25.275519444,91.686680555
langshiang-falls,"Langshiang Falls",Meghalaya,Meghalaya,heritage,Popular,4.7,19949,900,25.44521,91.22866
kynrem-falls,"Kynrem Falls",Meghalaya,Meghalaya,heritage,Popular,4.6,18004,900,25.227,91.716
wah-kaba-falls,"Wah Kaba Falls",Meghalaya,Meghalaya,heritage,Popular,4.2,13787,900,25.31145,91.732861111
nartiang-durga-temple,"Nartiang Durga Temple",Meghalaya,Meghalaya,spiritual,Popular,4.4,2504,900,25.567,92.209
baghmara-pitcher-plant-wildlife-sanctuary,"Baghmara Pitcher Plant Wildlife Sanctuary",Meghalaya,Meghalaya,wildlife,Popular,4.2,9904,2500,25.198139,90.638765
vantawng-falls,"Vantawng Falls",Mizoram,Mizoram,heritage,Popular,4.5,2156,900,23.256919444,92.762461111
phawngpui-national-park,"Phawngpui National Park",Mizoram,Mizoram,wildlife,Popular,4.5,11740,2500,22.66666667,93.05
lengteng-wildlife-sanctuary,"Lengteng Wildlife Sanctuary",Mizoram,Mizoram,wildlife,Popular,4.7,1649,2500,23.8333,93.2167
solomon-s-temple-aizawl-mizoram-india,"Solomon's Temple, Aizawl Mizoram, India",Mizoram,Mizoram,spiritual,Popular,4.6,7833,900,23.7479,92.6884
pualreng-wildlife-sanctuary,"Pualreng Wildlife Sanctuary",Mizoram,Mizoram,wildlife,Popular,4.6,10815,2500,24.136,92.838
tokalo-wildlife-sanctuary,"Tokalo Wildlife Sanctuary",Mizoram,Mizoram,wildlife,Popular,4.3,8642,2500,22.0374,92.9067
ntangki-national-park,"Ntangki National Park",Nagaland,Nagaland,wildlife,Popular,4.4,12155,2500,25.56,93.45
dimapur-kalibari,"Dimapur Kalibari",Nagaland,Nagaland,spiritual,Popular,4.2,10275,900,25.9043,93.7253
nagaland-zoological-park,"Nagaland Zoological Park",Nagaland,Nagaland,wildlife,Popular,4.2,6764,2500,25.853371,93.724281
jain-temple-kohima,"Jain Temple Kohima",Nagaland,Nagaland,spiritual,Popular,4.3,5247,900,25.4035,94.0633
sumi-baptist-church,"Sumi Baptist Church",Nagaland,Nagaland,spiritual,Popular,4.6,7142,900,26.017888888,94.529222222
pulie-badze-wildlife-sanctuary,"Pulie Badze Wildlife Sanctuary",Nagaland,Nagaland,wildlife,Popular,4.5,20133,2500,25.6107,94.0623
sanctuary-falls,"Sanctuary Falls",Nagaland,Nagaland,wildlife,Popular,4.8,3174,2500,25.591772222,94.013272222
fakim-wildlife-sanctuary,"Fakim Wildlife Sanctuary",Nagaland,Nagaland,wildlife,Popular,4.1,20338,2500,25.825528,94.954389
lingaraja-temple,"Lingaraja Temple",Odisha,Odisha,spiritual,Popular,4.3,17431,900,20.238333333,85.833611111
bhitarkanika-national-park,"Bhitarkanika National Park",Odisha,Odisha,wildlife,Popular,4.7,6459,2500,20.6625,86.9341
udayagiri-and-khandagiri-caves,"Udayagiri and Khandagiri Caves",Odisha,Odisha,spiritual,Popular,4.3,16173,900,20.2628,85.786
chausath-yogini-temple-hirapur,"Chausath Yogini Temple, Hirapur",Odisha,Odisha,spiritual,Popular,4.7,4678,900,20.21666667,85.87083333
barehipani-falls,"Barehipani Falls",Odisha,Odisha,heritage,Popular,4.5,21178,900,21.933576,86.380343
sanaghagara-waterfall,"Sanaghagara Waterfall",Odisha,Odisha,heritage,Popular,4.8,17318,900,21.632792,85.55688
talasari-beach,"Talasari beach",Odisha,Odisha,beach,Popular,4.6,13227,1200,21.623,87.4059
tara-tarini-temple,"Tara Tarini Temple",Odisha,Odisha,spiritual,Popular,4.5,12479,900,19.4897,84.8998
alarnatha-temple,"Alarnatha Temple",Odisha,Odisha,spiritual,Popular,4.8,11081,900,19.79279167,85.64511389
chandaka-elephant-sanctuary,"Chandaka Elephant Sanctuary",Odisha,Odisha,wildlife,Popular,4.6,3041,2500,20.36666667,85.76666667
barabati-fort,"Barabati Fort",Odisha,Odisha,heritage,Popular,4.4,11252,900,20.484631,85.864425
jagannath-temple-koraput,"Jagannath Temple, Koraput",Odisha,Odisha,spiritual,Popular,4.3,10175,900,18.81060556,82.70919722
biraja-temple,"Biraja Temple",Odisha,Odisha,spiritual,Popular,4.2,19821,900,20.83376389,86.33814444
chandrasekhara-mahadeva-temple,"Chandrasekhara Mahadeva Temple",Odisha,Odisha,spiritual,Popular,4.3,2739,900,20.34972222,85.83527778
khirachora-gopinatha-temple,"Khirachora Gopinatha Temple",Odisha,Odisha,spiritual,Popular,4.2,6429,900,21.53772222,86.87945278
kichakeshwari-temple,"Kichakeshwari Temple",Odisha,Odisha,spiritual,Popular,4.6,19329,900,21.553,85.495
raibania-fort,"Raibania Fort",Odisha,Odisha,heritage,Popular,4.8,21142,900,21.926406,87.186728
maa-tarini-temple-ghatgaon,"Maa Tarini Temple, Ghatgaon",Odisha,Odisha,spiritual,Popular,4.7,3171,900,21.3833,85.8833
bhattarika-temple,"Bhattarika Temple",Odisha,Odisha,spiritual,Popular,4.1,18419,900,20.36853056,85.27171111
varahi-deula,"Varahi Deula",Odisha,Odisha,spiritual,Popular,4.4,8007,900,20.0585,86.1185
harishankar-temple,"Harishankar Temple",Odisha,Odisha,spiritual,Popular,4.2,6459,900,20.854406,82.86061
nilamadhav-temple,"Nilamadhav Temple",Odisha,Odisha,spiritual,Popular,4.5,3413,900,20.364629,85.195096
gandhi-temple-bhatara,"Gandhi Temple, Bhatara",Odisha,Odisha,spiritual,Popular,4.4,8124,900,21.439548,83.993937
satkosia-tiger-reserve,"Satkosia Tiger Reserve",Odisha,Odisha,wildlife,Popular,4.7,20384,2500,20.540137,84.831564
sarala-temple,"Sarala Temple",Odisha,Odisha,spiritual,Popular,4.6,17811,900,20.70119444,86.41757778
sacred-heart-cathedral-rourkela,"Sacred Heart Cathedral, Rourkela",Odisha,Odisha,spiritual,Popular,4.3,12705,900,22.2689,84.8628
shri-shri-hari-baladev-jew-bije-baripada,"Shri Shri Hari Baladev Jew Bije, Baripada",Odisha,Odisha,spiritual,Popular,4.4,3526,900,21.92916111,86.72330556
majhighariani-temple,"Majhighariani Temple",Odisha,Odisha,spiritual,Popular,4.6,15861,900,19.16003361,83.40779
biranchinarayan-temple-buguda,"Biranchinarayan Temple, Buguda",Odisha,Odisha,spiritual,Popular,4.3,5027,900,19.80882,84.794202
kakatpur-mangala-temple,"Kakatpur Mangala Temple",Odisha,Odisha,spiritual,Popular,4.2,19218,900,19.99991667,86.19479444
baladevjew-temple,"Baladevjew Temple",Odisha,Odisha,spiritual,Popular,4.3,18922,900,20.03333333,86.03333333
odogaon-raghunath-temple,"Odogaon Raghunath Temple",Odisha,Odisha,spiritual,Popular,4.2,20495,900,20.025691,84.98096389
nalbana-bird-sanctuary,"Nalbana Bird Sanctuary",Odisha,Odisha,wildlife,Popular,4.3,15218,2500,19.69416667,85.30666667
