region,slug,title,state,type,rating,minPrice
Maharashtra,khanderi-island,"Khānderi Island",Maharashtra,heritage,4.6,900
Maharashtra,harishchandragad,"Harishchandragad",Maharashtra,heritage,4.2,900
Maharashtra,lenyadri,"Lenyadri",Maharashtra,spiritual,4.6,900
Maharashtra,ahmednagar-fort,"Ahmednagar Fort",Maharashtra,heritage,4.7,900
Maharashtra,panhala-fort,"Panhala Fort",Maharashtra,heritage,4.8,900
Maharashtra,morgaon-ganesha-temple,"Morgaon Ganesha Temple",Maharashtra,spiritual,4.1,900
Maharashtra,nawegaon-national-park,"Nawegaon National Park",Maharashtra,wildlife,4.6,2500
Maharashtra,sinhagad,"Sinhagad",Maharashtra,heritage,4.3,900
Maharashtra,harihar-fort,"Harihar Fort",Maharashtra,heritage,4.3,900
Maharashtra,daulatabad-fort,"Daulatabad Fort",Maharashtra,heritage,4.1,900
Maharashtra,lohagad,"Lohagad",Maharashtra,heritage,4.3,900
Maharashtra,pratapgad,"Pratapgad",Maharashtra,heritage,4.5,900
Maharashtra,mount-mary-church,"Mount Mary Church",Maharashtra,spiritual,4.5,900
Maharashtra,aksa-beach,"Aksa Beach",Maharashtra,beach,4.5,1200
Maharashtra,arnala-fort,"Arnala Fort",Maharashtra,heritage,4.7,900
Maharashtra,karnala-fort,"Karnala Fort",Maharashtra,heritage,4.2,900
Maharashtra,torna-fort,"Torna Fort",Maharashtra,heritage,4.2,900
Maharashtra,gawilghur-fort,"Gawilghur Fort",Maharashtra,heritage,4.6,900
Maharashtra,kopeshwar-temple,"Kopeshwar temple",Maharashtra,spiritual,4.6,900
Maharashtra,walkeshwar-temple,"Walkeshwar Temple",Maharashtra,spiritual,4.3,900
Maharashtra,kalaram-temple,"Kalaram Temple",Maharashtra,spiritual,4.2,900
Maharashtra,amboli,"Amboli",Maharashtra,hill_station,4.4,1200
Maharashtra,belapur-fort,"Belapur Fort",Maharashtra,heritage,4.3,900
Maharashtra,suvarnadurg-fort,"Suvarnadurg Fort",Maharashtra,heritage,4.4,900
Maharashtra,dongri-fort,"Dongri Fort",Maharashtra,heritage,4.7,900
Maharashtra,kolaba-fort,"Kolaba Fort",Maharashtra,heritage,4.1,900
Maharashtra,vajreshwari-temple,"Vajreshwari Temple",Maharashtra,spiritual,4.8,900
Maharashtra,karnala-bird-sanctuary,"Karnala Bird Sanctuary",Maharashtra,wildlife,4.6,2500
Maharashtra,jijamata-udyaan,"Jijamata Udyaan",Maharashtra,wildlife,4.7,2500
Maharashtra,rajiv-gandhi-zoological-park,"Rajiv Gandhi Zoological Park",Maharashtra,wildlife,4.6,2500
Maharashtra,rajmachi-fort,"Rajmachi Fort",Maharashtra,heritage,4.3,900
Maharashtra,alang-fort,"Alang Fort",Maharashtra,heritage,4.1,900
Maharashtra,ajinkyatara-fort,"Ajinkyatara Fort",Maharashtra,heritage,4.5,900
Maharashtra,riwa-fort,"Riwa Fort",Maharashtra,heritage,4.3,900
Maharashtra,udgir-fort,"Udgir Fort",Maharashtra,heritage,4.4,900
Maharashtra,purandar-fort,"Purandar Fort",Maharashtra,heritage,4.5,900
Maharashtra,afghan-church,"Afghan Church",Maharashtra,spiritual,4.8,900
Maharashtra,amruteshwar-temple,"Amruteshwar Temple",Maharashtra,spiritual,4.4,900
Maharashtra,madh-fort,"Madh Fort",Maharashtra,heritage,4.7,900
Maharashtra,naldurg-fort,"Naldurg Fort",Maharashtra,heritage,4.4,900
Maharashtra,ghodbunder-fort,"Ghodbunder Fort",Maharashtra,heritage,4.7,900
Maharashtra,akola-fort,"Akola Fort",Maharashtra,heritage,4.4,900
Maharashtra,asheri-fort,"Asheri Fort",Maharashtra,heritage,4.4,900
Maharashtra,kaldurg-fort,"Kaldurg Fort",Maharashtra,heritage,4.1,900
Maharashtra,vijaydurg-fort,"Vijaydurg Fort",Maharashtra,heritage,4.7,900
Maharashtra,st-patrick-s-cathedral-pune,"St. Patrick's Cathedral, Pune",Maharashtra,heritage,4.2,900
Maharashtra,saptashrungi,"Saptashrungi",Maharashtra,spiritual,4.4,900
Maharashtra,siddhivinayak-temple-siddhatek,"Siddhivinayak Temple, Siddhatek",Maharashtra,spiritual,4.6,900
Maharashtra,bhimashankar-wildlife-sanctuary,"Bhimashankar Wildlife Sanctuary",Maharashtra,wildlife,4.2,2500
Maharashtra,koyna-wildlife-sanctuary,"Koyna Wildlife Sanctuary",Maharashtra,wildlife,4.1,2500
Maharashtra,phansad-wildlife-sanctuary,"Phansad Wildlife Sanctuary",Maharashtra,wildlife,4.8,2500
Maharashtra,nandur-madhmeshwar-bird-sanctuary,"Nandur Madhmeshwar Bird Sanctuary",Maharashtra,wildlife,4.5,2500
Maharashtra,dabhosa-waterfalls,"Dabhosa Waterfalls",Maharashtra,heritage,4.4,900
Maharashtra,tikona,"Tikona",Maharashtra,heritage,4.3,900
Maharashtra,laling-fort,"Laling Fort",Maharashtra,heritage,4.5,900
Maharashtra,kavnai-fort,"Kavnai Fort",Maharashtra,heritage,4.5,900
Maharashtra,ghosalegad-fort,"Ghosalegad Fort",Maharashtra,heritage,4.4,900
Maharashtra,ballarpur-fort,"Ballarpur Fort",Maharashtra,heritage,4.2,900
Maharashtra,jaigad-fort,"Jaigad Fort",Maharashtra,heritage,4.3,900
Maharashtra,paranda-fort,"Paranda Fort",Maharashtra,heritage,4.5,900
Maharashtra,achala-fort,"Achala Fort",Maharashtra,heritage,4.4,900
Maharashtra,mahuli-fort,"Mahuli Fort",Maharashtra,heritage,4.2,900
Maharashtra,prabalgad,"Prabalgad",Maharashtra,heritage,4.2,900
Maharashtra,narnala-fort,"Narnala Fort",Maharashtra,heritage,4.4,900
Maharashtra,korlai-fort,"Korlai Fort",Maharashtra,heritage,4.5,900
Maharashtra,mangi-tungi,"Mangi-Tungi",Maharashtra,spiritual,4.6,900
Maharashtra,shiv-mandir-ambarnath,"Shiv Mandir, Ambarnath",Maharashtra,spiritual,4.6,900
Maharashtra,chaturshringi-temple,"Chaturshringi Temple",Maharashtra,spiritual,4.6,900
Maharashtra,tulja-bhavani-temple,"Tulja Bhavani Temple",Maharashtra,spiritual,4.8,900
Maharashtra,vigneshwara-temple-ozar,"Vigneshwara Temple, Ozar",Maharashtra,spiritual,4.6,900
Maharashtra,yamai-temple,"Yamai Temple",Maharashtra,spiritual,4.3,900
Maharashtra,bor-wildlife-sanctuary,"Bor Wildlife Sanctuary",Maharashtra,wildlife,4.2,2500
Maharashtra,dugarwadi-waterfall,"Dugarwadi waterfall",Maharashtra,heritage,4.6,900
Maharashtra,yawal-wildlife-sanctuary,"Yawal Wildlife Sanctuary",Maharashtra,wildlife,4.4,2500
Maharashtra,pandavkada-falls,"Pandavkada Falls",Maharashtra,heritage,4.6,900
Maharashtra,avchitgad,"Avchitgad",Maharashtra,heritage,4.5,900
Maharashtra,kandhar-fort,"Kandhar Fort",Maharashtra,heritage,4.6,900
Maharashtra,antur-fort,"Antur Fort",Maharashtra,heritage,4.2,900
Maharashtra,ankai-fort,"Ankai Fort",Maharashtra,heritage,4.6,900
Maharashtra,ghangad,"Ghangad",Maharashtra,heritage,4.2,900
Maharashtra,hadsar,"Hadsar",Maharashtra,heritage,4.4,900
Maharashtra,dhodap-fort,"Dhodap Fort",Maharashtra,heritage,4.4,900
Maharashtra,kamalgad,"Kamalgad",Maharashtra,heritage,4.2,900
Maharashtra,malanggad,"Malanggad",Maharashtra,heritage,4.2,900
Maharashtra,sajjangad,"Sajjangad",Maharashtra,heritage,4.7,900
Maharashtra,indrai-fort,"Indrai Fort",Maharashtra,heritage,4.3,900
Maharashtra,kamandurg,"Kamandurg",Maharashtra,heritage,4.7,900
Maharashtra,malegaon-fort,"Malegaon Fort",Maharashtra,heritage,4.7,900
Maharashtra,anjanvel-fort,"Anjanvel Fort",Maharashtra,heritage,4.6,900
Maharashtra,bankot-fort,"Bankot Fort",Maharashtra,heritage,4.5,900
Maharashtra,akluj-fort,"Akluj Fort",Maharashtra,heritage,4.7,900
Maharashtra,mahur-fort,"Mahur Fort",Maharashtra,heritage,4.7,900
Maharashtra,jivdhan,"Jivdhan",Maharashtra,heritage,4.4,900
Maharashtra,kothaligad,"Kothaligad",Maharashtra,heritage,4.7,900
Maharashtra,tung-fort,"Tung Fort",Maharashtra,heritage,4.5,900
Maharashtra,irshalgad,"Irshalgad",Maharashtra,heritage,4.2,900
Maharashtra,talagad,"Talagad",Maharashtra,heritage,4.1,900
Maharashtra,galna-fort,"Galna Fort",Maharashtra,heritage,4.5,900
Maharashtra,siddheshwar-temple-solapur,"Siddheshwar Temple, Solapur",Maharashtra,spiritual,4.8,900
Maharashtra,chintamani-temple-theur,"Chintamani Temple, Theur",Maharashtra,spiritual,4.7,900
Maharashtra,shri-dev-rameshwar-temple,"Shri Dev Rameshwar Temple",Maharashtra,spiritual,4.6,900
Maharashtra,mahalakshmi-temple-dahanu,"Mahalakshmi Temple, Dahanu",Maharashtra,spiritual,4.6,900
Maharashtra,shri-vaijnath-temple,"Shri Vaijnath Temple",Maharashtra,spiritual,4.2,900
Maharashtra,khandoba-temple-jejuri,"Khandoba Temple, Jejuri",Maharashtra,spiritual,4.6,900
Maharashtra,aundha-nagnath-temple,"Aundha Nagnath Temple",Maharashtra,spiritual,4.7,900
Maharashtra,mayureshwar-wildlife-sanctuary,"Mayureshwar Wildlife Sanctuary",Maharashtra,wildlife,4.2,2500
Maharashtra,sahasrakund-waterfall,"Sahasrakund Waterfall",Maharashtra,heritage,4.2,900
Maharashtra,hazara-falls,"Hazara Falls",Maharashtra,heritage,4.7,900
Maharashtra,devkund-waterfall,"Devkund Waterfall",Maharashtra,heritage,4.5,900
Maharashtra,kanchana-fort,"Kanchana Fort",Maharashtra,heritage,4.7,900
Maharashtra,korigad,"Korigad",Maharashtra,heritage,4.6,900
Maharashtra,fort-mangad,"Fort Mangad",Maharashtra,heritage,4.5,900
Maharashtra,hatgadh-fort,"Hatgadh Fort",Maharashtra,heritage,4.2,900
Maharashtra,birwadi-fort,"Birwadi Fort",Maharashtra,heritage,4.5,900
Maharashtra,kankrala,"Kankrala",Maharashtra,heritage,4.2,900
Maharashtra,dronagiri-fort,"Dronagiri Fort द्रौणपुर रियासत",Maharashtra,heritage,4.6,900
Maharashtra,mora-fort,"Mora fort",Maharashtra,heritage,4.6,900
Maharashtra,bhaskargad,"Bhaskargad",Maharashtra,heritage,4.5,900
Maharashtra,bhushangad,"Bhushangad",Maharashtra,heritage,4.3,900
Maharashtra,shirgaon-fort,"Shirgaon Fort",Maharashtra,heritage,4.7,900
Maharashtra,dategad,"Dategad",Maharashtra,heritage,4.8,900
Maharashtra,kelve-fort,"Kelve Fort",Maharashtra,heritage,4.1,900
Maharashtra,gorakhgad,"Gorakhgad",Maharashtra,heritage,4.1,900
Maharashtra,chandwad-fort,"Chandwad Fort",Maharashtra,heritage,4.2,900
Maharashtra,ahivant-fort,"Ahivant Fort",Maharashtra,heritage,4.2,900
Maharashtra,avandha-fort,"Avandha Fort",Maharashtra,heritage,4.2,900
Maharashtra,bharatgad,"Bharatgad",Maharashtra,heritage,4.2,900
Maharashtra,bahadur-fort,"Bahadur Fort",Maharashtra,heritage,4.2,900
Maharashtra,devgad-fort,"Devgad Fort",Maharashtra,heritage,4.5,900
Maharashtra,kohoj,"Kohoj",Maharashtra,heritage,4.5,900
Maharashtra,gambhirgad,"Gambhirgad",Maharashtra,heritage,4.7,900
Maharashtra,dativare-fort,"Dativare Fort",Maharashtra,heritage,4.3,900
Maharashtra,bhavangad-fort,"Bhavangad Fort",Maharashtra,heritage,4.3,900
Maharashtra,manikgad,"Manikgad",Maharashtra,heritage,4.8,900
Maharashtra,yeshwantgad,"Yeshwantgad",Maharashtra,heritage,4.5,900
Maharashtra,balapur-fort,"Balapur Fort",Maharashtra,heritage,4.2,900
Maharashtra,padmadurg,"Padmadurg",Maharashtra,heritage,4.2,900
Maharashtra,st-john-the-baptist-church-mumbai,"St. John the Baptist Church, Mumbai",Maharashtra,spiritual,4.6,900
Maharashtra,markanda-group-of-temples-gadchiroli,"Markanda Group of Temples, Gadchiroli",Maharashtra,spiritual,4.7,900
Maharashtra,baneshwar-temple-nasrapur,"Baneshwar temple, Nasrapur",Maharashtra,spiritual,4.2,900
Maharashtra,dashabhuja-temple,"Dashabhuja Temple",Maharashtra,spiritual,4.3,900
Maharashtra,mandhardevi-kalubai-temple,"Mandhardevi Kalubai temple",Maharashtra,spiritual,4.5,900
Maharashtra,shri-kaleshwar-mandir,"Shri Kaleshwar Mandir",Maharashtra,spiritual,4.3,900
Maharashtra,siddhivinayak-mahaganapati-temple,"Siddhivinayak Mahaganapati Temple",Maharashtra,spiritual,4.2,900
Maharashtra,gondeshwar-temple,"Gondeshwar Temple",Maharashtra,spiritual,4.7,900
Maharashtra,trivikrama-temple,"Trivikrama Temple",Maharashtra,spiritual,4.7,900
Maharashtra,balaji-mandir-ketkawla,"Balaji Mandir Ketkawla",Maharashtra,spiritual,4.4,900
Maharashtra,gajpanth,"Gajpanth",Maharashtra,spiritual,4.4,900
Maharashtra,great-indian-bustard-sanctuary,"Great Indian Bustard Sanctuary",Maharashtra,wildlife,4.2,2500
Maharashtra,sagareshwar-wildlife-sanctuary,"Sagareshwar Wildlife Sanctuary",Maharashtra,wildlife,4.3,2500
Maharashtra,vajrai-waterfall,"Vajrai Waterfall",Maharashtra,heritage,4.6,900
Maharashtra,nagzira-wildlife-sanctuary,"Nagzira Wildlife Sanctuary",Maharashtra,wildlife,4.7,2500
Maharashtra,aner-dam-wildlife-sanctuary,"Aner Dam Wildlife Sanctuary",Maharashtra,wildlife,4.6,2500
Maharashtra,tansa-wildlife-sanctuary,"Tansa Wildlife Sanctuary",Maharashtra,wildlife,4.7,2500
Maharashtra,ghodazari-wildlife-sanctuary,"Ghodazari Wildlife Sanctuary",Maharashtra,wildlife,4.4,2500
Maharashtra,umred-karhandla-wildlife-sanctuary,"Umred Karhandla Wildlife Sanctuary",Maharashtra,wildlife,4.7,2500
Maharashtra,maharajbagh-zoo,"Maharajbagh zoo",Maharashtra,wildlife,4.4,2500
Maharashtra,kalamb-beach,"Kalamb Beach",Maharashtra,beach,4.1,1200
Maharashtra,kirkee-war-cemetery,"Kirkee War Cemetery",Maharashtra,heritage,4.4,900
Maharashtra,rangana-fort,"Rangana Fort",Maharashtra,heritage,4.4,900
Maharashtra,rohida-fort,"Rohida Fort",Maharashtra,heritage,4.6,900
Maharashtra,sagargad,"Sagargad",Maharashtra,heritage,4.4,900
Maharashtra,surgad,"Surgad",Maharashtra,heritage,4.1,900
Maharashtra,mrugagad,"Mrugagad",Maharashtra,heritage,4.4,900
Maharashtra,tandulwadi-fort,"Tandulwadi Fort",Maharashtra,heritage,4.3,900
Maharashtra,jangali-jayagad,"Jangali Jayagad",Maharashtra,heritage,4.5,900
Maharashtra,mahipatgad,"Mahipatgad",Maharashtra,heritage,4.4,900
Maharashtra,rasalgad,"Rasalgad",Maharashtra,heritage,4.7,900
Maharashtra,nhavigad,"Nhavigad",Maharashtra,heritage,4.1,900
Maharashtra,chandan-fort,"Chandan Fort",Maharashtra,heritage,4.7,900
Maharashtra,salota-fort,"Salota fort",Maharashtra,heritage,4.4,900
Maharashtra,vairagad-fort,"Vairagad Fort",Maharashtra,heritage,4.2,900
Maharashtra,indori-fort,"Indori Fort",Maharashtra,heritage,4.6,900
Maharashtra,gowalkot,"Gowalkot",Maharashtra,heritage,4.3,900
Maharashtra,mangalgad,"Mangalgad",Maharashtra,heritage,4.7,900
Maharashtra,vasota-fort,"Vasota Fort",Maharashtra,heritage,4.4,900
Maharashtra,bitangad,"Bitangad",Maharashtra,heritage,4.4,900
Maharashtra,vairatgad-fort,"Vairatgad Fort",Maharashtra,heritage,4.3,900
Maharashtra,patta-fort,"Patta Fort",Maharashtra,heritage,4.6,900
Maharashtra,kalyangad,"Kalyangad",Maharashtra,heritage,4.4,900
Maharashtra,purnagad-fort,"Purnagad Fort",Maharashtra,heritage,4.1,900
Maharashtra,vardhangad-fort,"Vardhangad Fort",Maharashtra,heritage,4.2,900
Maharashtra,yashwantgad-fort,"Yashwantgad Fort",Maharashtra,heritage,4.3,900
Maharashtra,kunjargad,"Kunjargad",Maharashtra,heritage,4.5,900
Maharashtra,ghargad,"Ghargad",Maharashtra,heritage,4.3,900
Maharashtra,tringalwadi,"Tringalwadi",Maharashtra,heritage,4.2,900
Maharashtra,rajdher-fort,"Rajdher fort",Maharashtra,heritage,4.3,900
Maharashtra,pisola-fort,"Pisola fort",Maharashtra,heritage,4.2,900
Maharashtra,narayangad,"Narayangad",Maharashtra,heritage,4.2,900
Maharashtra,chandragad,"Chandragad",Maharashtra,heritage,4.3,900
Maharashtra,vikatgad,"Vikatgad",Maharashtra,heritage,4.6,900
Maharashtra,kurdugad,"Kurdugad",Maharashtra,heritage,4.5,900
Maharashtra,chavand,"Chavand",Maharashtra,heritage,4.2,900
Maharashtra,bhorgiri-fort,"Bhorgiri Fort",Maharashtra,heritage,4.4,900
Maharashtra,malhargad,"Malhargad",Maharashtra,heritage,4.5,900
Maharashtra,sandor,"Sandor",Maharashtra,spiritual,4.3,900
Maharashtra,gurdwara-guru-nanak-punjabi-sabha-chakala,"Gurdwara Guru Nanak Punjabi Sabha Chakala",Maharashtra,heritage,4.3,900
Maharashtra,siddhanath-temple-mhaswad,"Siddhanath Temple, Mhaswad",Maharashtra,spiritual,4.2,900
Maharashtra,wagheshwari-temple,"Wagheshwari Temple",Maharashtra,spiritual,4.2,900
Maharashtra,madhe-ghat,"Madhe Ghat",Maharashtra,spiritual,4.3,900
Maharashtra,gautala-autramghat-sanctuary,"Gautala Autramghat Sanctuary",Maharashtra,wildlife,4.5,2500
Maharashtra,banoti-waterfall,"Banoti waterfall",Maharashtra,heritage,4.1,900
Maharashtra,kalsubai-harishchandragad-wildlife-sanctuary,"Kalsubai Harishchandragad Wildlife Sanctuary",Maharashtra,wildlife,4.3,2500
Maharashtra,lonar-wildlife-sanctuary,"Lonar Wildlife Sanctuary",Maharashtra,wildlife,4.3,2500
Maharashtra,karanja-sohol-wildlife-sanctuary,"Karanja Sohol Wildlife Sanctuary",Maharashtra,wildlife,4.8,2500
Maharashtra,gagangad,"Gagangad",Maharashtra,heritage,4.2,900
Maharashtra,mohangad,"Mohangad",Maharashtra,heritage,4.5,900
Maharashtra,konkan-diva-fort,"Konkan Diva Fort",Maharashtra,heritage,4.3,900
Maharashtra,pandavgad,"Pandavgad",Maharashtra,heritage,4.4,900
Maharashtra,pabargad,"Pabargad",Maharashtra,heritage,4.1,900
Maharashtra,mansantoshgad,"Mansantoshgad",Maharashtra,heritage,4.6,900
Maharashtra,santoshgad,"Santoshgad",Maharashtra,heritage,4.3,900
Maharashtra,samangad,"Samangad",Maharashtra,heritage,4.5,900
Maharashtra,prachitgad,"Prachitgad",Maharashtra,heritage,4.1,900
Maharashtra,machindragad,"Machindragad",Maharashtra,heritage,4.1,900
Maharashtra,suamargad,"Suamargad",Maharashtra,heritage,4.6,900
Maharashtra,javlya-fort,"Javlya Fort",Maharashtra,heritage,4.6,900
Maharashtra,tungi-fort,"Tungi fort",Maharashtra,heritage,4.7,900
Maharashtra,shantinatha-temple-ramtek,"Shantinatha temple, Ramtek",Maharashtra,spiritual,4.2,900
Maharashtra,dhandai-devi,"Dhandai Devi",Maharashtra,spiritual,4.6,900
Maharashtra,sacred-heart-church-santacruz,"Sacred Heart Church, Santacruz",Maharashtra,spiritual,4.5,900
Maharashtra,holy-trinity-church-powai,"Holy Trinity Church, Powai",Maharashtra,spiritual,4.5,900
Maharashtra,patnadevi,"Patnadevi",Maharashtra,spiritual,4.8,900
Maharashtra,shree-dev-vyadeshar,"Shree Dev Vyadeshar",Maharashtra,spiritual,4.3,900
Maharashtra,kankaleshwar-temple,"Kankaleshwar Temple",Maharashtra,spiritual,4.5,900
Maharashtra,birla-mandir-shahad,"Birla Mandir, Shahad",Maharashtra,spiritual,4.3,900
Maharashtra,siddheshwar-and-ratneshwar-temple,"Siddheshwar & Ratneshwar Temple",Maharashtra,spiritual,4.7,900
Maharashtra,dnyanganga-wildlife-sanctuary,"Dnyanganga Wildlife Sanctuary",Maharashtra,wildlife,4.1,2500
Maharashtra,wan-wildlife-sanctuary,"Wan Wildlife Sanctuary",Maharashtra,wildlife,4.3,2500
Maharashtra,kidzania-mumbai,"KidZania Mumbai",Maharashtra,heritage,4.3,900
Maharashtra,mahipalgad,"Mahipalgad",Maharashtra,heritage,4.7,900
Maharashtra,mohandar-fort,"Mohandar fort",Maharashtra,heritage,4.4,900
Maharashtra,mandangad-fort,"Mandangad fort",Maharashtra,heritage,4.8,900
Maharashtra,makrandgad,"Makrandgad",Maharashtra,heritage,4.5,900
Maharashtra,st-joseph-s-church-juhu,"St. Joseph's Church, Juhu",Maharashtra,spiritual,4.7,900
Maharashtra,our-lady-of-immaculate-conception-church-mt-poinsur,"Our Lady of Immaculate Conception Church, Mt. Poinsur",Maharashtra,spiritual,4.3,900
Maharashtra,gajanan-maharaj-temple-kanhor,"Gajanan Maharaj Temple, Kanhor",Maharashtra,spiritual,4.4,900
Maharashtra,khidkaleshwar-mandir,"Khidkaleshwar Mandir",Maharashtra,spiritual,4.6,900
Maharashtra,revansiddha-temple,"Revansiddha Temple",Maharashtra,spiritual,4.2,900
Maharashtra,sidhhanath-temple-kharsundi,"Sidhhanath Temple, Kharsundi",Maharashtra,spiritual,4.2,900
Maharashtra,bhawani-waghjai-temple-terav,"Bhawani Waghjai Temple, Terav",Maharashtra,spiritual,4.7,900
Maharashtra,ganpati-temple,"Ganpati Temple",Maharashtra,spiritual,4.3,900
Maharashtra,vithal-dayaji-temple-sulewadi,"Vithal Dayaji Temple, Sulewadi",Maharashtra,spiritual,4.8,900
Maharashtra,sri-sai-janmasthan-temple-pathri,"Sri Sai Janmasthan Temple, Pathri",Maharashtra,spiritual,4.5,900
Maharashtra,mudhai-devi-temple,"Mudhai Devi temple",Maharashtra,spiritual,4.4,900
Maikal Hills,kanha,"Kanha",Madhya Pradesh,wildlife,4.6,3000
Malabar Coast,kochi,"Kochi",Kerala,heritage,4.5,1200
Malwa,ujjain,"Ujjain",Madhya Pradesh,spiritual,4.6,900
Manipur,keibul-lamjao-national-park,"Keibul Lamjao National Park",Manipur,wildlife,4.5,2500
Manipur,kangla-fort,"Kangla Fort",Manipur,heritage,4.3,900
Manipur,shirui-national-park,"Shirui National Park",Manipur,wildlife,4.7,2500
Manipur,sanamahi-lainingkol,"Sanamahi Lainingkol",Manipur,spiritual,4.5,900
Manipur,st-joseph-s-cathedral-imphal,"St. Joseph's Cathedral, Imphal",Manipur,heritage,4.8,900
Manipur,yangoupokpi-lokchao-wildlife-sanctuary,"Yangoupokpi-Lokchao Wildlife Sanctuary",Manipur,wildlife,4.6,2500
Manipur,bihu-loukon,"Bihu Loukon",Manipur,heritage,4.2,900
Manipur,menjor-multipurpose-research-centre-and-unity-park,"Menjor Multipurpose Research Centre and Unity Park",Manipur,wildlife,4.3,2500
Marwar,jodhpur,"Jodhpur",Rajasthan,heritage,4.6,900
Mayiladuthurai District,tranquebar,"Tranquebar (Tharangambadi)",Tamil Nadu,beach,4.8,3200
Meghalaya,nohsngithiang-falls,"Nohsngithiang Falls",Meghalaya,heritage,4.5,900
Meghalaya,nohkalikai-falls,"Nohkalikai Falls",Meghalaya,heritage,4.8,900
Meghalaya,langshiang-falls,"Langshiang Falls",Meghalaya,heritage,4.7,900
Meghalaya,kynrem-falls,"Kynrem Falls",Meghalaya,heritage,4.6,900
Meghalaya,wah-kaba-falls,"Wah Kaba Falls",Meghalaya,heritage,4.2,900
Meghalaya,nartiang-durga-temple,"Nartiang Durga Temple",Meghalaya,spiritual,4.4,900
Meghalaya,baghmara-pitcher-plant-wildlife-sanctuary,"Baghmara Pitcher Plant Wildlife Sanctuary",Meghalaya,wildlife,4.2,2500
Mewar,udaipur,"Udaipur",Rajasthan,heritage,4.7,400
Mizoram,vantawng-falls,"Vantawng Falls",Mizoram,heritage,4.5,900
Mizoram,phawngpui-national-park,"Phawngpui National Park",Mizoram,wildlife,4.5,2500
Mizoram,lengteng-wildlife-sanctuary,"Lengteng Wildlife Sanctuary",Mizoram,wildlife,4.7,2500
Mizoram,solomon-s-temple-aizawl-mizoram-india,"Solomon's Temple, Aizawl Mizoram, India",Mizoram,spiritual,4.6,900
Mizoram,pualreng-wildlife-sanctuary,"Pualreng Wildlife Sanctuary",Mizoram,wildlife,4.6,2500
Mizoram,tokalo-wildlife-sanctuary,"Tokalo Wildlife Sanctuary",Mizoram,wildlife,4.3,2500
Naga Hills,kohima,"Kohima",Nagaland,hill_station,4.4,1400
Nagaland,ntangki-national-park,"Ntangki National Park",Nagaland,wildlife,4.4,2500
Nagaland,dimapur-kalibari,"Dimapur Kalibari",Nagaland,spiritual,4.2,900
Nagaland,nagaland-zoological-park,"Nagaland Zoological Park",Nagaland,wildlife,4.2,2500
Nagaland,jain-temple-kohima,"Jain Temple Kohima",Nagaland,spiritual,4.3,900
Nagaland,sumi-baptist-church,"Sumi Baptist Church",Nagaland,spiritual,4.6,900
Nagaland,pulie-badze-wildlife-sanctuary,"Pulie Badze Wildlife Sanctuary",Nagaland,wildlife,4.5,2500
Nagaland,sanctuary-falls,"Sanctuary Falls",Nagaland,wildlife,4.8,2500
Nagaland,fakim-wildlife-sanctuary,"Fakim Wildlife Sanctuary",Nagaland,wildlife,4.1,2500
Nainital,jim-corbett,"Jim Corbett",Uttarakhand,wildlife,4.5,2500
Narmada,statue-of-unity,"Statue of Unity",Gujarat,heritage,4.5,1500
Nilgiri Hills,ooty,"Ooty",Tamil Nadu,hill_station,4.4,400
North India,new-delhi,"New Delhi",Delhi,heritage,4.8,2200
North India,gurugram,"Gurugram",Haryana,city,4.7,2800
North India,noida,"Noida & Greater Noida",Uttar Pradesh,city,4.6,2400
North India,faridabad,"Faridabad & Surajkund",Haryana,heritage,4.5,2400
North India,neemrana,"Neemrana",Rajasthan,heritage,4.8,3800
North India,manesar,"Manesar & Damdama Lake",Haryana,nature,4.6,2800
North Sikkim,lachung,"Lachung",Sikkim,hill_station,4.6,2000
North Sikkim,gurudongmar-lake,"Gurudongmar Lake",Sikkim,adventure,4.9,3500
Northern Karnataka,hampi,"Hampi",Karnataka,heritage,4.7,400
Odisha,lingaraja-temple,"Lingaraja Temple",Odisha,spiritual,4.3,900
Odisha,bhitarkanika-national-park,"Bhitarkanika National Park",Odisha,wildlife,4.7,2500
Odisha,udayagiri-and-khandagiri-caves,"Udayagiri and Khandagiri Caves",Odisha,spiritual,4.3,900
Odisha,chausath-yogini-temple-hirapur,"Chausath Yogini Temple, Hirapur",Odisha,spiritual,4.7,900
Odisha,barehipani-falls,"Barehipani Falls",Odisha,heritage,4.5,900
Odisha,sanaghagara-waterfall,"Sanaghagara Waterfall",Odisha,heritage,4.8,900
Odisha,talasari-beach,"Talasari beach",Odisha,beach,4.6,1200
Odisha,tara-tarini-temple,"Tara Tarini Temple",Odisha,spiritual,4.5,900
Odisha,alarnatha-temple,"Alarnatha Temple",Odisha,spiritual,4.8,900
Odisha,chandaka-elephant-sanctuary,"Chandaka Elephant Sanctuary",Odisha,wildlife,4.6,2500
Odisha,barabati-fort,"Barabati Fort",Odisha,heritage,4.4,900
Odisha,jagannath-temple-koraput,"Jagannath Temple, Koraput",Odisha,spiritual,4.3,900
Odisha,biraja-temple,"Biraja Temple",Odisha,spiritual,4.2,900
Odisha,chandrasekhara-mahadeva-temple,"Chandrasekhara Mahadeva Temple",Odisha,spiritual,4.3,900
Odisha,khirachora-gopinatha-temple,"Khirachora Gopinatha Temple",Odisha,spiritual,4.2,900
Odisha,kichakeshwari-temple,"Kichakeshwari Temple",Odisha,spiritual,4.6,900
