type,slug,title,state,rating,minPrice
spiritual,basilica-of-our-lady-of-lourdes-chemperi,"Basilica of Our Lady of Lourdes, Chemperi",Kerala,4.1,900
spiritual,st-mary-s-jacobite-syrian-cathedral-church-karakunnam,"St. Mary's Jacobite Syrian Cathedral Church, Karakunnam",Kerala,4.4,900
spiritual,polur-temple-kozhikode,"Polur temple, Kozhikode",Kerala,4.2,900
spiritual,st-joseph-s-parish-shrine-pavaratty,"St. Joseph’s Parish Shrine, Pavaratty",Kerala,4.4,900
spiritual,madhur,"Madhur",Kerala,4.6,900
spiritual,bethel-marthoma-church,"Bethel Marthoma Church",Kerala,4.3,900
spiritual,st-john-the-baptist-jacobite-syrian-church-south-parur,"St. John The Baptist Jacobite Syrian Church, South Parur",Kerala,4.3,900
spiritual,st-nicholas-church,"St. Nicholas' Church",Kerala,4.3,900
spiritual,st-george-church-kalady,"St. George Church, Kalady",Kerala,4.3,900
spiritual,st-joseph-s-syro-malabar-catholic-church-chennamkary,"St. Joseph's Syro-Malabar Catholic Church, Chennamkary",Kerala,4.4,900
spiritual,holy-magi-syro-malabar-catholic-forane-church-muvattupuzha,"Holy Magi Syro-Malabar Catholic Forane Church, Muvattupuzha",Kerala,4.3,900
spiritual,kadammanittapally,"Kadammanittapally",Kerala,4.2,900
spiritual,st-antony-s-church-pazhuvil,"St. Antony's Church, Pazhuvil",Kerala,4.2,900
spiritual,kadampanad-church,"Kadampanad Church",Kerala,4.1,900
spiritual,st-antony-s-church-kuninji,"St. Antony's Church, Kuninji",Kerala,4.1,900
spiritual,st-philomena-s-forane-church-koonammavu,"St.Philomena's Forane Church, Koonammavu",Kerala,4.2,900
spiritual,st-stanislaus-forane-church-mala,"St. Stanislaus Forane Church, Mala",Kerala,4.5,900
spiritual,st-mary-s-orthodox-church-avaneeswaram,"St. Mary's Orthodox Church, Avaneeswaram",Kerala,4.3,900
spiritual,holy-cross-shrine-mapranam,"Holy Cross Shrine Mapranam",Kerala,4.6,900
spiritual,nileshwar-muthappan-madappura,"Nileshwar Muthappan Madappura",Kerala,4.3,900
spiritual,thikse-monastery,"Thikse Monastery",Ladakh,4.7,900
spiritual,lamayuru-monastery,"Lamayuru Monastery",Ladakh,4.4,900
spiritual,alchi-monastery,"Alchi Monastery",Ladakh,4.5,900
spiritual,hemis-monastery,"Hemis Monastery",Ladakh,4.8,900
spiritual,karsha-monastery,"Karsha Monastery",Ladakh,4.8,900
spiritual,likir-monastery,"Likir Monastery",Ladakh,4.2,900
spiritual,tingmosgang-monastery,"Tingmosgang monastery",Ladakh,4.5,900
spiritual,rizong-monastery,"Rizong Monastery",Ladakh,4.2,900
spiritual,korzok-monastery,"Korzok Monastery",Ladakh,4.8,900
spiritual,lingshed-monastery,"Lingshed Monastery",Ladakh,4.1,900
spiritual,matho-monastery,"Matho Monastery",Ladakh,4.4,900
spiritual,phyang-monastery,"Phyang Monastery",Ladakh,4.2,900
spiritual,takthok-monastery,"Takthok Monastery",Ladakh,4.3,900
spiritual,hanle-monastery,"Hanle Monastery",Ladakh,4.8,900
spiritual,basgo-monastery,"Basgo Monastery",Ladakh,4.6,900
spiritual,stok-monastery,"Stok Monastery",Ladakh,4.5,900
spiritual,bardan-monastery,"Bardan Monastery",Ladakh,4.2,900
spiritual,stakna-monastery,"Stakna Monastery",Ladakh,4.2,900
spiritual,shey-monastery,"Shey Monastery",Ladakh,4.2,900
spiritual,mangyu-temple-complex,"Mangyu temple complex",Ladakh,4.5,900
spiritual,omkareshwar-temple,"Omkareshwar Temple",Madhya Pradesh,4.6,900
spiritual,bhojeshwar-temple,"Bhojeshwar Temple",Madhya Pradesh,4.7,900
spiritual,chausath-yogini-temple-mitaoli,"Chausath Yogini Temple, Mitaoli",Madhya Pradesh,4.5,900
spiritual,kal-bhairav-temple,"Kal Bhairav temple",Madhya Pradesh,4.6,900
spiritual,pashupatinath-temple,"Pashupatinath Temple",Madhya Pradesh,4.1,900
spiritual,bateshwar-hindu-temples,"Bateshwar Hindu temples",Madhya Pradesh,4.7,900
spiritual,bawangaja,"Bawangaja",Madhya Pradesh,4.4,900
spiritual,kakanmath-temple-sihoniya,"Kakanmath temple, Sihoniya",Madhya Pradesh,4.8,900
spiritual,shiva-temple-bhumara,"Shiva temple, Bhumara",Madhya Pradesh,4.4,900
spiritual,aharji,"Aharji",Madhya Pradesh,4.6,900
spiritual,tigawa-temple,"Tigawa Temple",Madhya Pradesh,4.7,900
spiritual,bijasan-mata-mandir-indore,"Bijasan mata mandir indore",Madhya Pradesh,4.3,900
spiritual,shri-kala-bhairava-nath-swami-temple,"Shri Kala Bhairava Nath Swami Temple",Madhya Pradesh,4.5,900
spiritual,sun-temple-madkhera,"Sun Temple, Madkhera",Madhya Pradesh,4.6,900
spiritual,nava-toran-temple,"Nava Toran Temple",Madhya Pradesh,4.3,900
spiritual,bagalamukhi-temple,"Bagalamukhi Temple",Madhya Pradesh,4.2,900
spiritual,hanumantal-bada-jain-mandir,"Hanumantal Bada Jain Mandir",Madhya Pradesh,4.4,900
spiritual,bajramath-temple-gyaraspur,"Bajramath Temple, Gyaraspur",Madhya Pradesh,4.2,900
spiritual,christ-church-dr-ambedkar-nagar,"Christ Church, Dr.Ambedkar Nagar",Madhya Pradesh,4.2,900
spiritual,siddhanath-temple-nemawar,"Siddhanath Temple, Nemawar",Madhya Pradesh,4.4,900
spiritual,unao-balaji-sun-temple,"Unao Balaji Sun Temple",Madhya Pradesh,4.4,900
spiritual,mohajmata-temple-terahi,"Mohajmata temple, Terahi",Madhya Pradesh,4.4,900
spiritual,dada-darbar,"Dada Darbar",Madhya Pradesh,4.7,900
spiritual,virateshwar-temple-sohagpur,"Virateshwar temple, Sohagpur",Madhya Pradesh,4.6,900
spiritual,fellowship-of-the-pentecostal-churches-in-india,"Fellowship of the Pentecostal Churches in India",Madhya Pradesh,4.4,900
spiritual,gadarmal-devi-temple,"Gadarmal Devi temple",Madhya Pradesh,4.7,900
spiritual,neelkantha-nilkantheswar,"Neelkantha (Nilkantheswar)",Madhya Pradesh,4.1,900
spiritual,kailasa-temple-ellora,"Kailasa Temple, Ellora",Maharashtra,4.5,900
spiritual,bhimashankar-temple,"Bhimashankar Temple",Maharashtra,4.3,900
spiritual,trimbakeshwar-shiva-temple,"Trimbakeshwar Shiva Temple",Maharashtra,4.6,900
spiritual,siddhivinayak-temple-mumbai,"Siddhivinayak Temple, Mumbai",Maharashtra,4.6,900
spiritual,mumba-devi-temple,"Mumba Devi Temple",Maharashtra,4.8,900
spiritual,vithoba-temple,"Vithoba Temple",Maharashtra,4.7,900
spiritual,mahalakshmi-temple,"Mahalakshmi Temple",Maharashtra,4.3,900
spiritual,lenyadri,"Lenyadri",Maharashtra,4.6,900
spiritual,morgaon-ganesha-temple,"Morgaon Ganesha Temple",Maharashtra,4.1,900
spiritual,mount-mary-church,"Mount Mary Church",Maharashtra,4.5,900
spiritual,kopeshwar-temple,"Kopeshwar temple",Maharashtra,4.6,900
spiritual,walkeshwar-temple,"Walkeshwar Temple",Maharashtra,4.3,900
spiritual,kalaram-temple,"Kalaram Temple",Maharashtra,4.2,900
spiritual,vajreshwari-temple,"Vajreshwari Temple",Maharashtra,4.8,900
spiritual,afghan-church,"Afghan Church",Maharashtra,4.8,900
spiritual,amruteshwar-temple,"Amruteshwar Temple",Maharashtra,4.4,900
spiritual,saptashrungi,"Saptashrungi",Maharashtra,4.4,900
spiritual,siddhivinayak-temple-siddhatek,"Siddhivinayak Temple, Siddhatek",Maharashtra,4.6,900
spiritual,mangi-tungi,"Mangi-Tungi",Maharashtra,4.6,900
spiritual,shiv-mandir-ambarnath,"Shiv Mandir, Ambarnath",Maharashtra,4.6,900
spiritual,chaturshringi-temple,"Chaturshringi Temple",Maharashtra,4.6,900
spiritual,tulja-bhavani-temple,"Tulja Bhavani Temple",Maharashtra,4.8,900
spiritual,vigneshwara-temple-ozar,"Vigneshwara Temple, Ozar",Maharashtra,4.6,900
spiritual,yamai-temple,"Yamai Temple",Maharashtra,4.3,900
spiritual,siddheshwar-temple-solapur,"Siddheshwar Temple, Solapur",Maharashtra,4.8,900
spiritual,chintamani-temple-theur,"Chintamani Temple, Theur",Maharashtra,4.7,900
spiritual,shri-dev-rameshwar-temple,"Shri Dev Rameshwar Temple",Maharashtra,4.6,900
spiritual,mahalakshmi-temple-dahanu,"Mahalakshmi Temple, Dahanu",Maharashtra,4.6,900
spiritual,shri-vaijnath-temple,"Shri Vaijnath Temple",Maharashtra,4.2,900
spiritual,khandoba-temple-jejuri,"Khandoba Temple, Jejuri",Maharashtra,4.6,900
spiritual,aundha-nagnath-temple,"Aundha Nagnath Temple",Maharashtra,4.7,900
spiritual,st-john-the-baptist-church-mumbai,"St. John the Baptist Church, Mumbai",Maharashtra,4.6,900
spiritual,markanda-group-of-temples-gadchiroli,"Markanda Group of Temples, Gadchiroli",Maharashtra,4.7,900
spiritual,baneshwar-temple-nasrapur,"Baneshwar temple, Nasrapur",Maharashtra,4.2,900
spiritual,dashabhuja-temple,"Dashabhuja Temple",Maharashtra,4.3,900
spiritual,mandhardevi-kalubai-temple,"Mandhardevi Kalubai temple",Maharashtra,4.5,900
spiritual,shri-kaleshwar-mandir,"Shri Kaleshwar Mandir",Maharashtra,4.3,900
spiritual,siddhivinayak-mahaganapati-temple,"Siddhivinayak Mahaganapati Temple",Maharashtra,4.2,900
spiritual,gondeshwar-temple,"Gondeshwar Temple",Maharashtra,4.7,900
spiritual,trivikrama-temple,"Trivikrama Temple",Maharashtra,4.7,900
spiritual,balaji-mandir-ketkawla,"Balaji Mandir Ketkawla",Maharashtra,4.4,900
spiritual,gajpanth,"Gajpanth",Maharashtra,4.4,900
spiritual,sandor,"Sandor",Maharashtra,4.3,900
spiritual,siddhanath-temple-mhaswad,"Siddhanath Temple, Mhaswad",Maharashtra,4.2,900
spiritual,wagheshwari-temple,"Wagheshwari Temple",Maharashtra,4.2,900
spiritual,madhe-ghat,"Madhe Ghat",Maharashtra,4.3,900
spiritual,shantinatha-temple-ramtek,"Shantinatha temple, Ramtek",Maharashtra,4.2,900
spiritual,dhandai-devi,"Dhandai Devi",Maharashtra,4.6,900
spiritual,sacred-heart-church-santacruz,"Sacred Heart Church, Santacruz",Maharashtra,4.5,900
spiritual,holy-trinity-church-powai,"Holy Trinity Church, Powai",Maharashtra,4.5,900
spiritual,patnadevi,"Patnadevi",Maharashtra,4.8,900
spiritual,shree-dev-vyadeshar,"Shree Dev Vyadeshar",Maharashtra,4.3,900
spiritual,kankaleshwar-temple,"Kankaleshwar Temple",Maharashtra,4.5,900
spiritual,birla-mandir-shahad,"Birla Mandir, Shahad",Maharashtra,4.3,900
spiritual,siddheshwar-and-ratneshwar-temple,"Siddheshwar & Ratneshwar Temple",Maharashtra,4.7,900
spiritual,st-joseph-s-church-juhu,"St. Joseph's Church, Juhu",Maharashtra,4.7,900
spiritual,our-lady-of-immaculate-conception-church-mt-poinsur,"Our Lady of Immaculate Conception Church, Mt. Poinsur",Maharashtra,4.3,900
spiritual,st-michael-s-and-all-angels-church-oorgaum-kgf,"St. Michael's and All Angels' Church, Oorgaum, KGF",Karnataka,4.5,900
spiritual,gajanan-maharaj-temple-kanhor,"Gajanan Maharaj Temple, Kanhor",Maharashtra,4.4,900
spiritual,khidkaleshwar-mandir,"Khidkaleshwar Mandir",Maharashtra,4.6,900
spiritual,revansiddha-temple,"Revansiddha Temple",Maharashtra,4.2,900
spiritual,sidhhanath-temple-kharsundi,"Sidhhanath Temple, Kharsundi",Maharashtra,4.2,900
spiritual,bhawani-waghjai-temple-terav,"Bhawani Waghjai Temple, Terav",Maharashtra,4.7,900
spiritual,ganpati-temple,"Ganpati Temple",Maharashtra,4.3,900
spiritual,vithal-dayaji-temple-sulewadi,"Vithal Dayaji Temple, Sulewadi",Maharashtra,4.8,900
spiritual,sri-sai-janmasthan-temple-pathri,"Sri Sai Janmasthan Temple, Pathri",Maharashtra,4.5,900
spiritual,mudhai-devi-temple,"Mudhai Devi temple",Maharashtra,4.4,900
spiritual,sanamahi-lainingkol,"Sanamahi Lainingkol",Manipur,4.5,900
spiritual,nartiang-durga-temple,"Nartiang Durga Temple",Meghalaya,4.4,900
spiritual,solomon-s-temple-aizawl-mizoram-india,"Solomon's Temple, Aizawl Mizoram, India",Mizoram,4.6,900
spiritual,dimapur-kalibari,"Dimapur Kalibari",Nagaland,4.2,900
spiritual,jain-temple-kohima,"Jain Temple Kohima",Nagaland,4.3,900
spiritual,sumi-baptist-church,"Sumi Baptist Church",Nagaland,4.6,900
spiritual,lingaraja-temple,"Lingaraja Temple",Odisha,4.3,900
spiritual,udayagiri-and-khandagiri-caves,"Udayagiri and Khandagiri Caves",Odisha,4.3,900
spiritual,chausath-yogini-temple-hirapur,"Chausath Yogini Temple, Hirapur",Odisha,4.7,900
spiritual,tara-tarini-temple,"Tara Tarini Temple",Odisha,4.5,900
spiritual,alarnatha-temple,"Alarnatha Temple",Odisha,4.8,900
spiritual,jagannath-temple-koraput,"Jagannath Temple, Koraput",Odisha,4.3,900
spiritual,biraja-temple,"Biraja Temple",Odisha,4.2,900
spiritual,chandrasekhara-mahadeva-temple,"Chandrasekhara Mahadeva Temple",Odisha,4.3,900
spiritual,khirachora-gopinatha-temple,"Khirachora Gopinatha Temple",Odisha,4.2,900
spiritual,kichakeshwari-temple,"Kichakeshwari Temple",Odisha,4.6,900
spiritual,maa-tarini-temple-ghatgaon,"Maa Tarini Temple, Ghatgaon",Odisha,4.7,900
spiritual,bhattarika-temple,"Bhattarika Temple",Odisha,4.1,900
spiritual,varahi-deula,"Varahi Deula",Odisha,4.4,900
spiritual,harishankar-temple,"Harishankar Temple",Odisha,4.2,900
spiritual,nilamadhav-temple,"Nilamadhav Temple",Odisha,4.5,900
spiritual,gandhi-temple-bhatara,"Gandhi Temple, Bhatara",Odisha,4.4,900
spiritual,sarala-temple,"Sarala Temple",Odisha,4.6,900
spiritual,sacred-heart-cathedral-rourkela,"Sacred Heart Cathedral, Rourkela",Odisha,4.3,900
spiritual,shri-shri-hari-baladev-jew-bije-baripada,"Shri Shri Hari Baladev Jew Bije, Baripada",Odisha,4.4,900
spiritual,majhighariani-temple,"Majhighariani Temple",Odisha,4.6,900
spiritual,biranchinarayan-temple-buguda,"Biranchinarayan Temple, Buguda",Odisha,4.3,900
spiritual,kakatpur-mangala-temple,"Kakatpur Mangala Temple",Odisha,4.2,900
spiritual,baladevjew-temple,"Baladevjew Temple",Odisha,4.3,900
spiritual,odogaon-raghunath-temple,"Odogaon Raghunath Temple",Odisha,4.2,900
spiritual,manikeshwari-temple,"Manikeshwari Temple",Odisha,4.3,900
spiritual,marichi-temple,"Marichi Temple",Odisha,4.6,900
spiritual,dishisvara-siva-temple,"Dishisvara Siva Temple",Odisha,4.4,900
spiritual,ghanteswari-temple,"Ghanteswari Temple",Odisha,4.4,900
spiritual,leaning-temple-of-huma,"Leaning Temple of Huma",Odisha,4.5,900
spiritual,nilakantheswar-temple,"Nilakantheswar Temple",Odisha,4.7,900
spiritual,laxminarayan-temple-therubali,"Laxminarayan temple, Therubali",Odisha,4.5,900
spiritual,akhandalamani-temple,"Akhandalamani Temple",Odisha,4.7,900
spiritual,sakhigopal-temple,"Sakhigopal Temple",Odisha,4.3,900
spiritual,lokanatha-temple,"Lokanatha Temple",Odisha,4.5,900
spiritual,varahanatha-temple,"Varahanatha Temple",Odisha,4.2,900
spiritual,jagannath-temple-gunupur,"Jagannath Temple, Gunupur",Odisha,4.7,900
spiritual,dhabaleswar,"Dhabaleswar",Odisha,4.2,900
spiritual,kalijai,"Kalijai",Odisha,4.2,900
spiritual,khajuresvara-temple-complex,"Khajuresvara temple complex",Odisha,4.4,900
spiritual,ghanteswara-siva-temple,"Ghanteswara Siva Temple",Odisha,4.5,900
spiritual,buddhanath-temple,"Buddhanath Temple",Odisha,4.3,900
spiritual,brahmani-temple,"Brahmani temple",Odisha,4.3,900
spiritual,chari-sambhu-temple,"Chari sambhu temple",Odisha,4.7,900
spiritual,maa-baulasuni-temple,"Maa Baulasuni Temple",Odisha,4.5,900
spiritual,maa-samleswari-temple,"Maa Samleswari Temple",Odisha,4.6,900
spiritual,siddha-bhairavi,"Siddha Bhairavi",Odisha,4.2,900
spiritual,bhadrakali-temple,"Bhadrakali Temple",Odisha,4.5,900
spiritual,lakhmi-varaha-temple,"Lakhmi Varaha Temple",Odisha,4.6,900
spiritual,kukutesvara-siva-temple,"Kukutesvara Siva Temple",Odisha,4.1,900
spiritual,lakhesvara-siva-temple,"Lakhesvara Siva temple",Odisha,4.4,900
spiritual,subai-jain-temples,"Subai Jain temples",Odisha,4.1,900
spiritual,baneswara-temple-balasore,"Baneswara Temple, Balasore",Odisha,4.7,900
spiritual,nrusinghanath-temple,"Nrusinghanath Temple",Odisha,4.3,900
spiritual,ladoo-baba-temple,"Ladoo Baba Temple",Odisha,4.6,900
spiritual,sekhareswar-temple,"Sekhareswar Temple",Odisha,4.7,900
spiritual,maa-jhanjiri-mangala-temple,"Maa Jhanjiri Mangala Temple",Odisha,4.3,900
spiritual,jagannath-temple-angul,"Jagannath Temple, Angul",Odisha,4.2,900
spiritual,jagannath-temple-nayagarh,"Jagannath Temple, Nayagarh",Odisha,4.6,900
spiritual,tirunallar-saniswaran-temple,"Tirunallar Saniswaran Temple",Puducherry,4.2,900
spiritual,vadukeeswarar-temple,"Vadukeeswarar temple",Puducherry,4.5,900
spiritual,our-lady-of-lourdes-shrine,"Our Lady of Lourdes Shrine",Puducherry,4.2,900
spiritual,karaikal-ammayar-temple,"Karaikal Ammayar Temple",Puducherry,4.2,900
spiritual,ram-teerath,"Ram Teerath",Punjab,4.4,900
spiritual,shri-devi-talab-mandir,"Shri Devi Talab Mandir",Punjab,4.1,900
spiritual,gurudwara-naulakha-sahib,"Gurudwara Naulakha Sahib",Punjab,4.5,900
spiritual,gurudwara-guptsar-sahib,"Gurudwara Guptsar Sahib",Punjab,4.3,900
spiritual,mukteshwar-temple-punjab,"Mukteshwar Temple, Punjab",Punjab,4.6,900
spiritual,shanaleshwara-swayambhu-temple,"Shanaleshwara Swayambhu Temple",Punjab,4.2,900
spiritual,karni-mata-temple,"Karni Mata Temple",Rajasthan,4.2,900
spiritual,rishabhdeo,"Rishabhdeo",Rajasthan,4.2,900
spiritual,om-banna,"Om Banna",Rajasthan,4.4,900
spiritual,ranakpur-jain-temple,"Ranakpur Jain Temple",Rajasthan,4.6,900
spiritual,galtaji,"Galtaji",Rajasthan,4.2,900
spiritual,harshnath-temple,"Harshnath Temple",Rajasthan,4.3,900
spiritual,nakoda,"Nakoda",Rajasthan,4.7,900
spiritual,kiradu-temples,"Kiradu temples",Rajasthan,4.4,900
spiritual,sahastra-bahu-temples,"Sahastra Bahu Temples",Rajasthan,4.2,900
spiritual,binnayaga-caves,"Binnayaga caves",Rajasthan,4.5,900
spiritual,shrinathji-temple,"Shrinathji Temple",Rajasthan,4.7,900
spiritual,harshat-mata-temple,"Harshat Mata Temple",Rajasthan,4.8,900
spiritual,bisaldeo-temple,"Bisaldeo temple",Rajasthan,4.5,900
spiritual,bhand-deva-temple,"Bhand Deva Temple",Rajasthan,4.5,900
spiritual,baroli-temple-complex,"Baroli Temple Complex",Rajasthan,4.2,900
spiritual,mehandipur-balaji-temple,"Mehandipur Balaji Temple",Rajasthan,4.7,900
spiritual,madan-mohan-temple,"Madan Mohan Temple",Rajasthan,4.7,900
spiritual,jagannath-temple,"Jagannath Temple",Rajasthan,4.7,900
spiritual,jirawala-tirth,"Jirawala Tirth",Rajasthan,4.8,900
spiritual,sundha-mata-temple,"Sundha Mata Temple",Rajasthan,4.6,900
spiritual,kaila-devi,"Kaila devi",Rajasthan,4.1,900
spiritual,mirpur-jain-temple,"Mirpur Jain Temple",Rajasthan,4.4,900
spiritual,sanwariaji-temple,"Sanwariaji Temple",Rajasthan,4.2,900
spiritual,salasar-balaji,"Salasar Balaji",Rajasthan,4.6,900
spiritual,sachiya-mata-temple,"Sachiya Mata Temple",Rajasthan,4.3,900
spiritual,rani-sati-temple,"Rani Sati Temple",Rajasthan,4.2,900
spiritual,kunjal-mata-temple,"Kunjal Mata Temple",Rajasthan,4.7,900
spiritual,shri-mahavirji,"Shri Mahavirji",Rajasthan,4.6,900
spiritual,tijara-jain-temple,"Tijara Jain Temple",Rajasthan,4.3,900
spiritual,sanghiji,"Sanghiji",Rajasthan,4.2,900
spiritual,gupteshwar-mahadev-udaipur,"Gupteshwar Mahadev, Udaipur",Rajasthan,4.8,900
spiritual,mahavira-jain-temple,"Mahavira Jain temple",Rajasthan,4.2,900
spiritual,naugaza-digambar-jain-temple,"Naugaza Digambar Jain temple",Rajasthan,4.3,900
spiritual,jahaj-mandir,"Jahaj Mandir",Rajasthan,4.4,900
spiritual,muchhal-mahavir-temple,"Muchhal Mahavir Temple",Rajasthan,4.2,900
spiritual,bhomiaji-maharaj-temple-sopra-bhopalgarh,"Bhomiaji Maharaj Temple, Sopra, Bhopalgarh",Rajasthan,4.2,900
spiritual,ladnu-jain-temple,"Ladnu Jain temple",Rajasthan,4.8,900
spiritual,shri-kalyan-temple,"Shri Kalyan Temple",Rajasthan,4.5,900
spiritual,keshav-rai-temple,"Keshav Rai Temple",Rajasthan,4.3,900
spiritual,chamatkarji-jain-temple,"Chamatkarji Jain Temple",Rajasthan,4.8,900
spiritual,sawariya-seth-temple,"Sawariya Seth Temple",Rajasthan,4.4,900
spiritual,shri-mansa-mata-mandir-hasampur,"Shri Mansa Mata Mandir Hasampur",Rajasthan,4.1,900
spiritual,atishaya-kshetra-lunwa-jain-temple,"Atishaya Kshetra Lunwa Jain Temple",Rajasthan,4.4,900
spiritual,manibandh-shaktipeeth,"Manibandh Shaktipeeth",Rajasthan,4.7,900
spiritual,kirateshwar-mahadev-temple,"Kirateshwar Mahadev Temple",Sikkim,4.3,900
spiritual,dubdi-monastery,"Dubdi Monastery",Sikkim,4.7,900
spiritual,shri-viswa-vinayaka-mandir-rhenock,"Shri Viswa Vinayaka Mandir Rhenock",Sikkim,4.5,900
spiritual,prahadisvarar-temple,"Prahadisvarar Temple",Tamil Nadu,4.5,900
spiritual,ranganathaswamy-temple-srirangam,"Ranganathaswamy Temple, Srirangam",Tamil Nadu,4.2,900
spiritual,airavatesvara-temple,"Airavatesvara Temple",Tamil Nadu,4.6,900
spiritual,basilica-of-our-lady-of-good-health,"Basilica of Our Lady of Good Health",Tamil Nadu,4.4,900
spiritual,kailasanathar-temple-kanchipuram,"Kailasanathar Temple, Kanchipuram",Tamil Nadu,4.5,900
spiritual,gangaikonda-cholapuram-temple,"Gangaikonda Cholapuram Temple",Tamil Nadu,4.1,900
spiritual,nataraja-temple,"Nataraja Temple",Tamil Nadu,4.3,900
spiritual,varadharaja-perumal-temple,"Varadharaja Perumal Temple",Tamil Nadu,4.1,900
spiritual,lakshmi-narayani-golden-temple,"Lakshmi Narayani Golden Temple",Tamil Nadu,4.5,900
spiritual,varaha-cave-temple,"Varaha Cave Temple",Tamil Nadu,4.2,900
spiritual,nellaiappar-temple,"Nellaiappar Temple",Tamil Nadu,4.5,900
spiritual,subramaniya-swamy-temple-tiruttani,"Subramaniya Swamy Temple, Tiruttani",Tamil Nadu,4.4,900
spiritual,ucchi-pillayar-temple-rockfort,"Ucchi Pillayar Temple, Rockfort",Tamil Nadu,4.5,900
spiritual,masani-amman,"Masānī Ammān",Tamil Nadu,4.3,900
spiritual,karpaka-vinayakar-temple,"Karpaka Vinayakar Temple",Tamil Nadu,4.7,900
spiritual,maruthamalai-marudhachalamurthy-temple,"Maruthamalai Marudhachalamurthy Temple",Tamil Nadu,4.1,900
spiritual,dhandayuthapani-swamy-temple,"Dhandayuthapani Swamy Temple",Tamil Nadu,4.5,900
spiritual,tirumalai-tamil-nadu,"Tirumalai (Tamil Nadu)",Tamil Nadu,4.4,900
spiritual,chitharal-jain-monuments,"Chitharal Jain Monuments",Tamil Nadu,4.2,900
spiritual,tiger-cave,"Tiger Cave",Tamil Nadu,4.4,900
spiritual,yathothkari-perumal-temple,"Yathothkari Perumal Temple",Tamil Nadu,4.6,900
spiritual,marundeeswarar-temple,"Marundeeswarar Temple",Tamil Nadu,4.6,900
spiritual,thirunadhikkara-cave-temple,"Thirunadhikkara Cave Temple",Tamil Nadu,4.5,900
spiritual,atcheeswarar-temple,"Atcheeswarar Temple",Tamil Nadu,4.5,900
spiritual,kodumudi-magudeswarar-temple,"Kodumudi Magudeswarar temple",Tamil Nadu,4.2,900
spiritual,swamimalai-murugan-temple,"Swamimalai Murugan Temple",Tamil Nadu,4.1,900
spiritual,adikesava-perumal-temple,"Adikesava Perumal Temple",Tamil Nadu,4.7,900
spiritual,iskcon-temple-chennai,"ISKCON Temple Chennai",Tamil Nadu,4.5,900
spiritual,pataleeswarar-temple,"Pataleeswarar Temple",Tamil Nadu,4.6,900
spiritual,vijayalaya-cholesvaram,"Vijayalaya Cholesvaram",Tamil Nadu,4.2,900
spiritual,sri-appakkudathaan-perumal-temple,"Sri Appakkudathaan Perumal Temple",Tamil Nadu,4.8,900
spiritual,thenkurangaduthurai-temple,"Thenkurangaduthurai Temple",Tamil Nadu,4.7,900
spiritual,thiruarimeya-vinnagaram,"Thiruarimeya Vinnagaram",Tamil Nadu,4.2,900
spiritual,vayalur-murugan-temple,"Vayalur Murugan Temple",Tamil Nadu,4.6,900
spiritual,samayapuram-mariamman-temple,"Samayapuram Mariamman Temple",Tamil Nadu,4.5,900
spiritual,tiruvalithayam,"Tiruvalithayam",Tamil Nadu,4.4,900
spiritual,adhi-ratneswarar-temple,"Adhi Ratneswarar Temple",Tamil Nadu,4.2,900
spiritual,tiruvetkalam-pasupatheswarar-temple,"Tiruvetkalam Pasupatheswarar Temple",Tamil Nadu,4.2,900
spiritual,vadapalani-andavar-temple,"Vadapalani Andavar Temple",Tamil Nadu,4.2,900
spiritual,ulagalantha-perumal-temple-tirukoyilur,"Ulagalantha Perumal Temple, Tirukoyilur",Tamil Nadu,4.1,900
spiritual,mahalingeswarar-temple-thiruvidaimarudur,"Mahalingeswarar Temple, Thiruvidaimarudur",Tamil Nadu,4.2,900
spiritual,neyyadiappar-temple,"Neyyadiappar Temple",Tamil Nadu,4.6,900
spiritual,perur-pateeswarar-temple,"Perur Pateeswarar Temple",Tamil Nadu,4.2,900
spiritual,pazhamudircholai-murugan-temple,"Pazhamudircholai Murugan Temple",Tamil Nadu,4.6,900
spiritual,papanasanathar-temple,"Papanasanathar Temple",Tamil Nadu,4.7,900
spiritual,srivilliputhur-andal-temple,"Srivilliputhur Andal Temple",Tamil Nadu,4.5,900
spiritual,thyagaraja-temple-tiruvottiyur,"Thyagaraja Temple, Tiruvottiyur",Tamil Nadu,4.3,900
spiritual,moovar-koil,"Moovar Koil",Tamil Nadu,4.2,900
spiritual,sri-devaadi-raja-perumal-temple,"Sri Devaadi Raja Perumal Temple",Tamil Nadu,4.1,900
spiritual,sundaravarada-perumal-temple,"Sundaravarada Perumal Temple",Tamil Nadu,4.3,900
spiritual,odhanavaneswarar-temple-tiruchotruturai,"Odhanavaneswarar Temple, Tiruchotruturai",Tamil Nadu,4.5,900
spiritual,agniswarar-temple-kanjanur,"Agniswarar Temple, Kanjanur",Tamil Nadu,4.3,900
spiritual,vettuvan-koil,"Vettuvan Koil",Tamil Nadu,4.3,900
spiritual,bhaktavatsala-perumal-temple-thirunindravur,"Bhaktavatsala Perumal Temple, Thirunindravur",Tamil Nadu,4.6,900
spiritual,panchavarnaswamy-temple,"Panchavarnaswamy Temple",Tamil Nadu,4.7,900
spiritual,veeraraghava-swamy-temple,"Veeraraghava Swamy Temple",Tamil Nadu,4.8,900
